Tahun Anggaran;Satuan Kerja;ID RUP;ID Tender;Nama Paket;Pemenang;Pagu;HPS;Harga Penawaran;Akun;Jenis Belanja;Jenis Pengadaan;1234;Metode Pengadaan;%Efisiensi;Lokasi_Prov;Klasifikasi BJ;Tanggal Pengumuman;Tanggal Akhir Masa Sanggah;Lama Tender (Hari Kerja)
2022;KANTOR LAYANAN INFORMASI DAN PENGADUAN;31347240;35834011;Pemeliharaan Perangkat Contact Center Media Sosial Tahun Anggaran 2022;PT Indocyber Global Teknologi;600000;260897;260700;523129;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;03/02/2022;21/02/2022;13
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;32231855;35832011;Jasa Instalasi Konektivitas Jaringan Antar Gedung Kementerian Keuangan Tahun Anggaran 2022;PT. Pradata Integra Media;16863374;16761000;14263560;521111;Barang;Jasa Lainnya;1;Tender;0,15;DKI Jakarta;IT;24/01/2022;14/02/2022;15
2022;LEMBAGA NATIONAL SINGLE WINDOW;32298266;35822011;Pengadaan Jasa Pemeliharaan Lisensi Data Analytic Cloudera Lembaga National Single Window Tahun Anggaran 2022;PT. Nashta Global Utama;1927200;1926945;1925000;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;25/01/2022;09/02/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32051214;35816011;PEMELIHARAAN W5/QL-3 MESIN INDUK MTU DAN  GENERAL OVERHAUL MESIN BANTU MTU   PANGKALAN SARANA OPERASI BEA CUKAI TIPE B PANTOLOAN TAHUN ANGGARAN 2022;PT. Dieselindo Utama Nusa;7505122;7505122;7424640;523121;Barang;Jasa Lainnya;1;Tender;0,01;Sulawesi Tengah;Pemeliharaan Peralatan/Mesin;26/01/2022;15/02/2022;14
2022;LEMBAGA NATIONAL SINGLE WINDOW;32298320;35814011;Pengadaan Jasa Pemeliharaan Lisensi IaaS dan PaaS VMWare Lembaga National Single Window Tahun Anggaran 2022;PT. Nashta Global Utama;4706625;4701919;4698100;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;20/01/2022;07/02/2022;12
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI BANTEN;31513426;35813011;Pekerjaan Fisik Rehabilitasi Rumah Dinas Ciwaru Nomor 14 dan 16;CV. GOLDEN PERKASA;534089;283623;269441;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,05;Banten;Pekerjaan Konstruksi;10/02/2022;01/03/2022;13
2022;DIREKTORAT JENDERAL ANGGARAN;31595576;35811011;Pengadaan Jasa Sewa Mesin Fotokopi DJA Tahun Anggaran 2022;PT. AVANT SOLUSI SERVISPRO;1195000;768995;695451;522141;Barang;Jasa Lainnya;2;Tender;0,1;DKI Jakarta;Sewa Fotokopi;07/02/2022;01/03/2022;16
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;31133341;35807011;Pengadaan Jasa Pemeliharaan Perangkat Lunak VMware PaaS dan IaaS dan Sarana Pendukungnya di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT. MITRA INTEGRASI INFORMATIKA;9011426;8925561;8904500;523121;Barang;Jasa Lainnya;2;Tender;0;DKI Jakarta;IT;27/01/2022;14/02/2022;12
2022;KANTOR PUSAT DJKN;31133196;35805011;Pengadaan Sewa Printer KP DJKN TA 2022;PT. GALVA TECHNOLOGIES Tbk;900000;705999;705999;522141;Barang;Jasa Lainnya;1;Tender; -   ;DKI Jakarta;Sewa operasional lain;03/02/2022;19/02/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;31133340;35796011;Pengadaan Jasa Pemeliharaan Perangkat Storage Hitachi di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT. Nashta Global Utama;5184995;5183058;5171969;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;31/01/2022;14/02/2022;10
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30666854;35789011;Pengadaan Bahan Pakaian Dinas Harian dan Pakaian Dinas Upacara Tahun Anggaran 2022;CV ORBIT MITRA SEJATI;8018560;5848832;5499789;521811;Barang;Pengadaan Barang;1;Tender;0,06;DKI Jakarta;Peralatan dan Perlengkapan Perkantoran;26/01/2022;02/03/2022;24
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32051213;35780011;PEMELIHARAAN W6/QL-4 DAN W5/QL-3 MESIN INDUK MTU  PANGKALAN SARANA OPERASI BEA CUKAI TIPE A TANJUNG BALAI KARIMUN TAHUN ANGGARAN 2022;ANTAKESUMA INTI RAHARJA;54085349;54085349;51991957;523121;Barang;Jasa Lainnya;1;Tender;0,04;Kepulauan Riau;Pemeliharaan Peralatan/Mesin;26/01/2022;15/02/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408069;35778011;Pemeliharaan Perangkat Network Performance Monitoring and Diagnostic (NPMD) Tahun Anggaran 2022;PT. ARJUNA SINATRIA AMARTA;3285564;2311584;2233000;523121;Barang;Jasa Lainnya;1;Tender;0,03;DKI Jakarta;Pemeliharaan Peralatan/Mesin;19/01/2022;02/02/2022;10
2022;SEKRETARIAT JENDERAL;31790706;35776011;PENGADAAN JASA  PELAKSANAAN ASSESMENT CENTER UNTUK SELEKSI CALON ANGGOTA DEWAN KOMISIONER OTORITAS JASA KEUANGAN;PT. ARA INDONESIA;1560000;1165560;660000;522191;Barang;Jasa Lainnya;1;Tender;0,43;DKI Jakarta;Operasional/TUSI;13/01/2022;02/02/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408121;35775011;Pemeliharaan Fire Suppression System Data Center KPDJP Tahun Anggaran 2022;PT.Platinum Network Indonesia;2302308;2293378;2063160;523121;Barang;Jasa Lainnya;1;Tender;0,1;DKI Jakarta;Pemeliharaan Peralatan/Mesin;20/01/2022;02/02/2022;9
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408119;35774011;Pemeliharaan UPS Kantor Pusat DJP Tahun Anggaran 2022;PT. SURYA TEHNIK INTIPRATAMA;15302188;12499361;12494545;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;18/01/2022;02/02/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408117;35772011;Pemeliharaan UPS di Pulau Jawa Tahun Anggaran 2022;PT. SURYA TEHNIK INTIPRATAMA;18301120;17120543;17087172;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;18/01/2022;07/02/2022;14
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30886889;35767011;Jasa Konsultansi Konstruksi Manajemen Konstruksi Pengembangan Data Center Kementerian Keuangan Tahun Anggaran 2022;PT. Ciriajasa Cipta Mandiri;3000000;2883652;2318458;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,2;DKI Jakarta;Konsultansi Konstruksi;19/01/2022;08/03/2022;32
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408045;35759011;Pemeliharaan Perangkat Server Tahun Anggaran 2022;PT. Kemala Inti Solusi;10861752;7830052;7817052;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;18/01/2022;07/02/2022;14
2022;LEMBAGA PENGELOLA DANA PENDIDIKAN;30939995;35747011;Pengadaan Jasa Call Center LPDP 2022;PT. VADS Indonesia;1675850;1619970;1302793;525113;Barang;Jasa Lainnya;2;Tender;0,2;DKI Jakarta;Operasional/TUSI;11/01/2022;26/01/2022;12
2022;KANTOR PELAYANAN PAJAK PRATAMA BEKASI UTARA;31697558;35725011;Pengadaan Peralatan Fasilitas Perkantoran KPP Pratama Bekasi Utara Tahun Anggaran 2022;CV. SEMBILAN BENUA;2200000;2183294;1806393;532111;Modal;Pengadaan Barang;1;Tender;0,17;Jawa Barat;Peralatan dan Perlengkapan Perkantoran;07/01/2022;25/01/2022;13
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN MAKASSAR;31697488;35724011;PENGADAAN JASA PEMELIHARAAN HALAMAN GEDUNG/BANGUNAN KPDDP MAKASSAR TA 2022;PT ABHIPRAYA PRADANA PERKASA;350319;324368;303848;523111;Barang;Jasa Lainnya;1;Tender;0,06;Sulawesi Selatan;Pemeliharaan Peralatan/Mesin;11/01/2022;31/01/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31653476;35712011;Pengadaan Jasa Konsultansi Perencanaan Renovasi Rumah Negara di Wilayah DKI Jakarta Paket B Tahun Anggaran 2022;PT. SYAPRIL JANIZAR;263363;263359;246675;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,06;DKI Jakarta;Konsultansi Konstruksi;11/01/2022;21/02/2022;29
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31653478;35709011;Pengadaan Jasa Konsultansi Perencanaan Renovasi Rumah Negara di Wilayah DKI Jakarta Paket A Tahun Anggaran 2022;CV Contoh Karya Mandiri;271158;257551;256583;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DKI Jakarta;Konsultansi Konstruksi;10/01/2022;21/02/2022;30
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI LAMPUNG;30848967;35707011;Pengadaan Jasa Konsultansi Perencanaan Rehabilitasi Gedung Kanwil Ditjen Perbendaharaan Provinsi Lampung;VIANDRA WASTHU BHUMI;328080;294168;265155;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,1;Lampung;Konsultansi Konstruksi;10/01/2022;15/02/2022;26
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN MAKASSAR;30998523;35697011;Pengadaan Jasa Pengolahan Data dan Dokumen Perpajakan KPDDP Makassar TA 2022;PT. RIZTECH MULTI PRIMA CEMERLANG;4792662;3994866;3814005;522191;Barang;Jasa Lainnya;1;Tender;0,05;Sulawesi Selatan;Operasional/TUSI;13/01/2022;22/01/2022;7
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30849133;35692011;Pengadaan Jasa Pemeliharaan Perangkat Lunak DATABASE ORACLE dan Perpanjangan ATS DATABASE ORACLE di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT. Sisindokom Lintasbuana;19696041;19052078;18708470;523121;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;IT;06/01/2022;25/01/2022;14
2022;KANTOR WILAYAH DJP KALIMANTAN TIMUR;31595857;35689011;Pengadaan Jasa kebersihan Gedung dan Halaman Kantor Wilayah DJP Kalimantan Timur dan Utara Tahun Anggaran 2022;PT.GUNA ADI GRAHA;1183680;755373;705698;523111;Barang;Jasa Lainnya;1;Tender;0,07;Kalimantan Timur;Operasional/TUSI;06/01/2022;24/01/2022;13
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30515950;35688011;ATS Software Anti Virus McAfee TA 2022;PT. CLARUS INNOVACE TEKNOLOGI;1845941;1845916;1841604;523199;Barang;Jasa Lainnya;4;Tender;0;DKI Jakarta;IT;13/01/2022;31/01/2022;13
2022;KANTOR WILAYAH DJP SUMATERA BARAT DAN JAMBI;31238585;35686011;Pengadaan Jasa Petugas Kebersihan dan Pramubakti dan Satuan Pengamanan (Satpam) di Kanwil DJP Sumatera Barat dan Jambi T.A. 2022;PT. CITRA NUSA MUTIARA;1247964;1247964;1172295;521111;Barang;Jasa Lainnya;1;Tender;0,06;Sumatera Barat;Operasional/TUSI;12/01/2022;31/01/2022;14
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30790409;35684011;Pengadaan Pemeliharaan Perangkat TIK Huawei pada DC dan DRC Kementerian Keuangan TA 2022 (Tender Ulang);PT.Multipolar Technology Tbk;427460;423388;420000;523121;Barang;Jasa Lainnya;1;Tender;0,01;DKI Jakarta;IT;04/01/2022;24/01/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;31133342;35682011;Pengadaan Jasa Pemeliharaan Server IBM dan Komputer Merk Lenovo dan Sarana Pendukungnya di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;P.T. Mitra Infosarana;12070233;12014995;11960938;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;03/01/2022;20/01/2022;14
2022;KANTOR PELAYANAN PAJAK PRATAMA SIDOARJO SELATAN;31405942;35670011;Pengadaan Jasa Layanan Kebersihan pada KPP Pratama Sidoarjo Selatan Tahun 2022;PT ABHIPRAYA PRADANA PERKASA;354000;330498;317769;521111;Barang;Jasa Lainnya;1;Tender;0,04;Jawa Timur;Operasional/TUSI;14/01/2022;26/01/2022;9
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;27741792;35662011;,Pemeliharaan Perangkat Lunak dan Appliance Network Packet Brokers IXIA;PT. LANGIT KREASI SOLUSINDO;691020;642235;641362;523199;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;07/01/2022;26/01/2022;14
2022;LEMBAGA MANAJEMEN ASET NEGARA;30831625;35660011;Pengadaan Sewa Kendaraan Operasional LMAN;PT Adi Sarana Armada Tbk;401400;367950;363000;525113;Barang;Jasa Lainnya;1;Tender;0,01;DKI Jakarta;Sewa Kendaraan;03/01/2022;21/01/2022;15
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA RUTENG;31406752;35654011;Pekerjaan Jasa Konsultan Pengawasan Rekonstruksi Gedung KPPN Ruteng;PT. MITRA TRI SAKTI;268000;267538;265265;533111;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,01;Nusa Tenggara Timur;Konsultansi Konstruksi;03/01/2022;21/02/2022;35
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31032425;35653011;Pekerjaan Jasa Konsultansi Perencanaan Renovasi Interior Gedung Prijadi Praptosuhardjo I Lantai 2 dan Gedung Prijadi Praptosuhardjo II Lantai 1;PT. DARMASRAYA MITRA AMERTA;250000;248606;246614;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,01;DKI Jakarta;Konsultansi Konstruksi;06/01/2022;17/02/2022;30
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31032427;35652011;Pekerjaan Jasa Konsultansi Perencanaan Renovasi Interior Direktorat SITP Pada Gedung Prijadi Praptosuhardjo IIIB Lantai 2 dan 3;PT. TIRAMATSI UTAMA;350000;348279;348135;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DKI Jakarta;Konsultansi Konstruksi;03/01/2022;21/02/2022;35
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31032426;35651011;Pekerjaan Jasa Konsultansi Perencanaan Renovasi Interior KPPN Jakarta II Pada Gedung Prijadi Praptosuhardjo IIIB Lantai 1;PT. TIRAMATSI UTAMA;200000;199436;199434;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DKI Jakarta;Konsultansi Konstruksi;03/01/2022;14/02/2022;30
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;31299891;35649011;Pengadaan Interceptor Boat;PT LUNDIN INDUSTRY INVEST;19307935;18332353;18331592;532111;Modal;Pengadaan Barang;1;Tender;0;Kepulauan Riau;Pengadaan Peralatan Mesin;04/01/2022;17/01/2022;10
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31347768;35639011;Paket Pengadaan Pekerjaan Jasa Konsultansi dan Dukungan Operasional Implementasi Sistem Aplikasi Keuangan Tingkat Instansi (SAKTI) dan Aplikasi Pendukungnya Tahun 2022;PT. QUADRA SOLUTION;12084600;9773060;9419300;522191;Barang;Jasa Konsultasi;1;Seleksi;0,04;DKI Jakarta;IT;30/12/2021;11/02/2022;31
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI DI YOGYAKARTA;30919568;35636011;Pengadaan Jasa Konsultansi Perencanaan Pekerjaan Rehabilitasi Gedung Reksobayan TA 2022;PT. Tri Patra Konsultan;269571;268833;267751;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DI Yogyakarta;Konsultansi Konstruksi;31/12/2021;18/02/2022;35
2022;KANTOR PELAYANAN PAJAK PENANAMAN MODAL ASING DUA;31300399;35628011;Pengadaan Jasa Keamanan Komplek Kantor Pelayanan Pajak Di Kalibata Tahun Anggaran 2022;KARTIKA PERKASA NUSANTARA;4682285;4349149;3957730;521111;Barang;Jasa Lainnya;1;Tender;0,09;DKI Jakarta;Operasional/TUSI;07/01/2022;24/01/2022;12
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31170440;35616011;Pemeliharaan Perangkat Pendukung dan Fasilitas Fungsi Mekanikal Elektrikal pada Data Center Kementerian Keuangan Tahun Anggaran 2022;PT.UNITED TRANSWORLD TRADING;2499974;1293751;1287929;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;29/12/2021;17/01/2022;14
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31170441;35613011;Pemeliharaan Perangkat Pendukung dan Fasilitas Fungsi Fire Suppression dan Air Conditioner pada Data Center Kementerian Keuangan Tahun Anggaran 2022;PT.Platinum Network Indonesia;1500000;1204170;1134650;523121;Barang;Jasa Lainnya;1;Tender;0,06;DKI Jakarta;Pemeliharaan Peralatan/Mesin;29/12/2021;17/01/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;30861896;35588011;Paket Pengadaan Perpanjangan (Renewal) Annual Technical Support (ATS) Software Oracle Untuk SAKTI, MPN dan E-Rekon LK Tahun Anggaran 2022;PT. Sisindokom Lintasbuana;55350768;55350768;44988367;523121;Barang;Jasa Lainnya;1;Tender;0,19;DKI Jakarta;IT;27/12/2021;14/01/2022;15
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30790411;35582011;Pengadaan Pemeliharaan Perangkat TIK LENOVO pada DC dan DRC Kementerian Keuangan TA 2022;PT. Kemala Inti Solusi;1746127;1387888;1300000;523121;Barang;Jasa Lainnya;2;Tender;0,06;DKI Jakarta;IT;27/12/2021;17/01/2022;16
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30666865;35575011;Pengadaan Jasa Konsultansi Manajemen Konstruksi Pembangunan Infrastruktur dan Sarana Prasarana Unit K9 (Tahap 2) Kantor Pusat DJBC Tahun Anggaran 2022;PT. CIRIA EXPERTINDO CONSULTANT;3781524;1120922;981926;533111;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,12;DKI Jakarta;Konsultansi Konstruksi;30/12/2021;15/02/2022;33
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN MAKASSAR;30998512;35572011;Pengadaan Jasa Mechanical Electrical pada KPDDP Makassar TA 2022;TRISODAR ALDANA;320000;236901;236650;523121;Barang;Jasa Lainnya;1;Tender;0;Sulawesi Selatan;Pemeliharaan Bangunan Gedung;06/01/2022;20/01/2022;11
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN MAKASSAR;30998521;35570011;Pengadaan Jasa Layanan Kebersihan dan Pramubakti KPDDP Makassar TA 2022;PT. REZKI REVOLUTION;635563;635485;559550;521111;Barang;Jasa Lainnya;1;Tender;0,12;Sulawesi Selatan;Operasional/TUSI;05/01/2022;24/01/2022;14
2022;KANTOR PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN MAKASSAR;30998522;35568011;Pengadaan Jasa Layanan Keamanan dan Pengemudi pada KPDDP Makassar TA 2022;PT Rezky Service System;850000;807795;44285;521111;Barang;Jasa Lainnya;1;Tender;0,95;Sulawesi Selatan;Operasional/TUSI;31/12/2021;17/01/2022;12
2022;LEMBAGA NATIONAL SINGLE WINDOW;31170990;35553011;Pengadaan Jasa Konsultansi Pembangunan Sistem INSW Generasi-II Tahun Anggaran 2022;PT Integrasi Logistik Cipta Solusi;3785320;3556278;3554661;536111;Modal;Jasa Konsultasi;1;Seleksi;0;DKI Jakarta;IT;04/01/2022;15/02/2022;30
2022;INSPEKTORAT JENDERAL;30998540;35550011;Pengadaan Jasa Sewa Mesin Fotokopi Inspektorat Jenderal Kementerian Keuangan Tahun Anggaran 2022;CV. MASTERINDO PRORENTAMA;900000;840840;800474;522141;Barang;Jasa Lainnya;2;Tender Cepat;0,05;DKI Jakarta;Sewa Fotokopi;;;
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30849132;35549011;Pengadaan Jasa Pemeliharaan Perangkat Keras SUN ORACLE dan Software Support di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT NUSANTARA COMPNET INTEGRATOR;29351751;29290360;28765000;523121;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;Pemeliharaan Peralatan/Mesin;27/12/2021;17/01/2022;16
2022;KANTOR PELAYANAN UTAMA KPU BC TANJUNG PRIOK;30998766;35537011;Pengadaan Jasa Sewa Mesin Fotokopi pada KPU Bea dan Cukai Tipe A Tanjung Priok Tahun Anggaran 2022;PT. AVANT SOLUSI SERVISPRO;1573800;1346004;1309523;522141;Barang;Jasa Lainnya;1;Tender;0,03;DKI Jakarta;Sewa Fotokopi;22/12/2021;03/01/2022;9
2022;PANGKALAN SARANA OPERASI DJBC PANTOLOAN;31031229;35535011;Pemeliharaan Docking Kapal Patroli BC 60002;PT. DUMAS TANJUNG PERAK SHIPYARD;1300000;1174097;1173860;523121;Barang;Jasa Lainnya;1;Tender;0;Sulawesi Tengah;Pemeliharaan Peralatan/Mesin;24/12/2021;11/01/2022;13
2022;KANTOR PELAYANAN PAJAK MADYA BALIKPAPAN;31135913;35530011;Pengadaan Jasa Kebersihan Pada Kantor Pelayanan Pajak Madya Balikpapan;PT ABHIPRAYA PRADANA PERKASA;609750;328132;302397;523111;Barang;Jasa Lainnya;1;Tender;0,08;Kalimantan Timur;Operasional/TUSI;29/12/2021;17/01/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;30861712;35528011;Pengadaan Jasa Perpanjangan Renewal dan ATS Perangkat Lunak Big Data beserta Perangkat Pendukungnya di Lingkungan Direktorat Jenderal Bea dan Cukai TA 2022;PT. PRO SISTIMATIKA AUTOMASI;14780369;14684324;14611257;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;24/12/2021;10/01/2022;12
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30790408;35519011;Pengadaan Pemeliharaan Perangkat TIK IBM pada DC dan DRC Kementerian Keuangan TA 2022;PT. BINAREKA TATAMANDIRI;1536639;1255946;1078000;523121;Barang;Jasa Lainnya;2;Tender;0,14;DKI Jakarta;IT;22/12/2021;03/01/2022;9
2022;BADAN KEBIJAKAN FISKAL;30735339;35512011;Pengadaan Sewa Mesin Fotokopi untuk Badan Kebijakan Fiskal Tahun Anggaran 2021;PT Sentral Solusi Teknologi;910800;758435;721349;522141;Barang;Jasa Lainnya;1;Tender Cepat;0,05;DKI Jakarta;Sewa Fotokopi;;;
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31032043;35497011;Pemeliharaan Perangkat Lunak Collaboration Tools Kemenkeu Tahun Anggaran 2022;PT Aurora Solusi Perdana;330000;321926;297000;523199;Barang;Jasa Lainnya;1;Tender;0,08;DKI Jakarta;IT;24/12/2021;10/01/2022;12
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31052417;35492011;Pemeliharaan Perangkat Lunak Enterprise Service Bus Kementerian Keuangan Tahun Anggaran 2022;PT. Infosys Solusi Terpadu;1033274;1033274;1032240;523199;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;21/12/2021;29/12/2021;7
2022;PANGKALAN SARANA OPERASI DJBC PANTOLOAN;31032344;35473011;Pengadaan Suku Cadang Intercooler Mesin Induk MTU 16V 4000 M90 Kapal Patroli BC 30003;ANTAKESUMA INTI RAHARJA;400000;385000;336674;523121;Barang;Pengadaan Barang;1;Tender;0,13;Sulawesi Tengah;Pemeliharaan Peralatan/Mesin;20/12/2021;03/01/2022;11
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;30861895;35468011;Paket Pengadaan Perpanjangan (Renewal) Software License Java Application Server SAKTI Dan Software Integrasi Pada Platform Kontainer Tahun Anggaran 2022;PT. METROCOM GLOBAL SOLUSI;16659500;16659500;16581510;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;22/12/2021;03/01/2022;9
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;30939834;35464011;Jasa Konsultansi Perencanaan Renovasi Rumah Dinas Lingkup Kantor Pusat Direktorat Jenderal Perbendaharaan Tahun 2022;PT. HUDA TATA SARANA;200000;199856;140864;533121;Modal;Jasa Konsultasi;1;Seleksi;0,3;DKI Jakarta;Konsultansi Konstruksi;22/12/2021;25/01/2022;25
2022;KANTOR PUSAT PENGOLAHAN DATA DAN DOKUMEN PERPAJAKAN;30652700;35453011;Pengadaan Jasa Pengolahan Data dan Dokumen Perpajakan;PT. PROVIS GARUDA SERVICES;16600000;15681820;12219680;522191;Barang;Jasa Lainnya;2;Tender;0,22;DKI Jakarta;Operasional/TUSI;21/12/2021;10/01/2022;15
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31032361;35450011;Pengadaan Lisensi Perangkat Lunak Enterprise Architecture Kementerian Keuangan Tahun Anggaran 2022;PT ATD Solution Indonesia;1321650;1008333;1001000;536111;Modal;Pengadaan Barang;1;Tender;0,01;DKI Jakarta;IT;18/12/2021;03/01/2022;11
2022;DIREKTORAT JENDERAL PERIMBANGAN KEUANGAN;30966543;35445011;Pengadaan Sewa Mesin Fotokopi Digital Direktorat Jenderal Perimbangan Keuangan Tahun Anggaran 2022;PT. GADING PERSADA MANDIRI;734400;729996;684002;522141;Barang;Jasa Lainnya;1;Tender Cepat;0,06;DKI Jakarta;Sewa Fotokopi;;;
2022;KANTOR PENGELOLAAN PEMULIHAN DATA;30998319;35444011;Pemeliharaan Perangkat Pendukung KPPD Untuk Fungsi Mekanikal Elektrikal Tahun Anggaran 2022;PT. Jays Zahra Mandiri;1603471;1603470;1602045;523121;Barang;Jasa Lainnya;1;Tender;0;Kalimantan Timur;Pemeliharaan Peralatan/Mesin;20/12/2021;03/01/2022;11
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30998698;35439011;Pemeliharaan Perangkat Lunak dan Appliance Load balancer;PT. Sugi Jaya Teknologi;2392708;2226320;2190000;523199;Barang;Jasa Lainnya;1;Tender;0,02;DKI Jakarta;IT;21/12/2021;05/01/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;30886965;35431011;Pekerjaan Pemeliharaan Perangkat Mekanikal dan Elektrikal Berupa Panel Listrik, Travo, Genset, UPS, dan Fire Alarm Pada Kantor Pusat Direktorat Jenderal Perbendaharaan;Amanera Bersama Abadi;738317;738316;733197;523121;Barang;Jasa Lainnya;1;Tender;0,01;DKI Jakarta;Peralatan dan Perlengkapan Perkantoran;16/12/2021;28/12/2021;9
